conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,9866E+18;Fri Nov 07 01:00:02 +0000 2025;0;Segar + Sehat = OASIS Beli 2 GRATIS 1 cuma di Klik Indomaret! Yuk stok sekarang biar selalu #FreshAllDay #KlikIndomaret #Indomaret #Hemat https://t.co/W1J9utmmJi;1,9866E+18;https://pbs.twimg.com/media/G4-fqbfbYAA1qkC.jpg;;in;;0;0;0;https://x.com/undefined/status/1986599490237682014;1195891009;
1,9866E+18;Fri Nov 07 00:56:14 +0000 2025;0;( good morning waktunya tidur lagi ) https://t.co/Muj8S2Zd4b;1,9866E+18;https://pbs.twimg.com/media/G5HQ1yXbIAQVXfl.jpg;;in;;0;0;0;https://x.com/undefined/status/1986598535585014155;519376737;
1,9866E+18;Fri Nov 07 00:55:17 +0000 2025;0;ปลุกความเป็นควายดรีมมากก ขอเป็นตลอดไป ;1,9866E+18;;;th;;0;0;0;https://x.com/undefined/status/1986598297449156659;546053066;
1,9866E+18;Fri Nov 07 00:53:19 +0000 2025;0;NA JAEMIN THANK YOU NA JAEMIN THANK YOU NA JAEMIN THANK YOU NA JAEMIN THANK YOU NA JAEMIN THANK YOU NA JAEMIN THANK YOU NA JAEMIN THANK YOU @NCTsmtown_DREAM https://t.co/yqXNM8W4ih;1,9866E+18;https://pbs.twimg.com/media/G5HQKZ_bIAIwpym.jpg;;en;;0;0;0;https://x.com/undefined/status/1986597799765623100;1130737346;
1,98655E+18;Fri Nov 07 00:51:40 +0000 2025;0;@inipaprika Amiin Semoga keajaiban datang ke kamu juga ;1,9866E+18;;inipaprika;in;;0;0;0;https://x.com/undefined/status/1986597386995867739;338089580;
1,9866E+18;Fri Nov 07 00:47:10 +0000 2025;0;ハオちゃんセンイルチュッカヘ〜 ドギョムスングァンちゃんユニットおめでとううれしいお知らせたくさんだ〜;1,9866E+18;;;ja;;0;0;0;https://x.com/undefined/status/1986596254789607736;1,47905E+18;
1,98659E+18;Fri Nov 07 00:41:03 +0000 2025;0;D-506 ฉันจะรอเธอ~~ มอร์นิ่งวันศุกร์วันแห่งความสุข ขอให้ทุกอย่างราบรื่นและผ่านไปด้วยดีนะครับ คิดถึงงงง 𝓗𝓪𝓿𝓮 𝓪 𝓷𝓲𝓬𝓮 𝓭𝓪𝔂 Always Think About Gyeom #ShallWeDance_Yugyeom #InterlunarTimeWithYugyeom #인터루나타임과_유겸 #YUGYEOM #유겸 @yugyeom https://t.co/JPcrtZXqVb;1,98659E+18;https://pbs.twimg.com/media/G5HNW6PbIAUJW36.jpg;;th;;0;0;0;https://x.com/undefined/status/1986594714074947658;1,42788E+18;
1,98659E+18;Fri Nov 07 00:40:18 +0000 2025;0;HAHHHHH??!!! INI BENERAN KAH??!!;1,98659E+18;;;in;;0;0;0;https://x.com/undefined/status/1986594524945392006;1,54681E+18;
1,98229E+18;Fri Nov 07 00:39:17 +0000 2025;0;@neingie ENGGA KOKKK. WIG AJA WIG MASIH PANJANG. ‍↕️;1,98659E+18;;neingie;in;;0;0;0;https://x.com/undefined/status/1986594266920198286;1,62177E+18;
1,98659E+18;Fri Nov 07 00:35:04 +0000 2025;1;todayyy akan nayeosseumyeon geudae saranghaneun saram nayeosseumyeon bersama ;1,98659E+18;;;in;;0;2;0;https://x.com/undefined/status/1986593206855999976;1,69426E+18;
