conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,9799E+18;Sun Oct 19 15:24:04 +0000 2025;0;@sbtgirlgroup unsealed postcard indomie x newjeans ada 2 set yap (7.000/set);1,97993E+18;;sbtgirlgroup;in;;0;0;0;https://x.com/undefined/status/1979931561974796723;1,67555E+18;
1,93793E+18;Sun Oct 19 13:34:23 +0000 2025;0;10. indomie seblak jeletot x sedaap korean spicy soup semua cabenya dipake jadi enak banget pedes dan menurut gue ga terlalu asin;1,9799E+18;;bimilindee;in;;0;1;0;https://x.com/undefined/status/1979903957930545471;1,41825E+18;
1,97952E+18;Sat Oct 18 12:24:53 +0000 2025;0;indomie spicy ramyeon. rasanya mirip shin ramyun versi low budget.;1,97952E+18;;;in;;0;0;0;https://x.com/undefined/status/1979524079565852969;9,48751E+17;
1,97938E+18;Sat Oct 18 03:11:41 +0000 2025;1;Sarapan Indomie spicy ramyeon enak kali ya https://t.co/OW2t2go9sE;1,97938E+18;https://pbs.twimg.com/media/G3gwC9RX0AAZ5px.jpg;;in;;0;0;0;https://x.com/undefined/status/1979384866123976835;1,97216E+18;
1,97901E+18;Fri Oct 17 16:03:13 +0000 2025;3;@indomiegurl adakah yg bilang kalau he's not korean deserve to be cheated??? gurl just get ur indomie;1,97922E+18;;indomiegurl;in;;0;0;0;https://x.com/undefined/status/1979216640425214124;1,60186E+18;
1,97919E+18;Fri Oct 17 14:29:00 +0000 2025;0;pengen coklat almond beryls pengen ollate peach pengen mie instannya ramyeon carbonara bukan indomie gaada rasanya anj knp kalian jd mahal bgt seh waktu aku ngekost;1,97919E+18;;;in;;0;0;0;https://x.com/undefined/status/1979192926719635753;1,3424E+18;
1,97919E+18;Fri Oct 17 14:06:59 +0000 2025;1;hi ada yang masih nyari postcard / photocard set newjeans x indomie yang ini kah? isinya utuh semua yaaa sealed 10k/ea unsealed 9k take all 25k only t. wts want to sell jual postcard newjeans ready kamar https://t.co/kbbQ00fUn2;1,97919E+18;https://pbs.twimg.com/media/G3d8b8eWwAEFuGC.jpg;;in;;0;0;1;https://x.com/undefined/status/1979187389709873455;1284831638;
1,97914E+18;Fri Oct 17 10:45:33 +0000 2025;0;indomie spicy ramyeon enak bgt plissss;1,97914E+18;;;in;;0;1;0;https://x.com/undefined/status/1979136696412229903;1,24986E+18;
1,97878E+18;Fri Oct 17 07:15:40 +0000 2025;1;@sbyfess mie gaga blackpaper mie gaga goreng chipolette mie gaga goreng habanero sedaap goreng sedaap kari sedaap soto sedaap laksa sedaap bakso sedaap korean cheese buldak indomie rendang indomie rica rica indomie kari ayam indomie goreng aceh bihunku la;1,97908E+18;;sbyfess;in;;0;0;0;https://x.com/undefined/status/1979083877625790487;1,5997E+18;
1,97889E+18;Thu Oct 16 18:35:57 +0000 2025;0;kita bikin indomie ramyeon cintaku dulu agar tidak kelaparan;1,97889E+18;;;in;;0;0;0;https://x.com/undefined/status/1978892689467670957;1,29141E+18;
1,97874E+18;Thu Oct 16 08:32:14 +0000 2025;0;1. Mie gacoan 2. Mie ayam bakso 3. Wow spaghetti carbonara 4. Gekikara Ramen 5. Indomie Soto 6. Sarimi Rendang 7. Mie Sedap Kari Ayam 8. Buldak Ramyeon 9. Pop Mie Baso 10. Mie Gelas Protevit;1,97874E+18;;;in;;0;0;0;https://x.com/undefined/status/1978740756857897140;1,89311E+18;
1,9784E+18;Wed Oct 15 09:57:09 +0000 2025;0;Ada menu ramyeon trs gw nanya ramyeon pa dijawab ramyeon korea....baangin ke warkop trs nanya ini indomie apa dijawab indomie indonesia ajg gw lempar ya;1,9784E+18;;;in;;0;1;0;https://x.com/undefined/status/1978399738379825296;1,26718E+18;
1,97795E+18;Tue Oct 14 14:24:30 +0000 2025;0;@munvess Sedap Korean spicy yg kuah/goreng sedap lasagna Indomie geprek;1,9781E+18;;munvess;in;;0;0;0;https://x.com/undefined/status/1978104632623632470;1,15049E+18;
1,97809E+18;Tue Oct 14 13:27:39 +0000 2025;0;mie sedap yang spicy korean chicken itu ga pedes deh. kayaknya pedesan indomie aceh.;1,97809E+18;;;in;;1;1;0;https://x.com/undefined/status/1978090324841951482;1,90949E+18;
1,97803E+18;Tue Oct 14 10:34:14 +0000 2025;0;@attack_urhe4rt indomie goreng kari ayam ramyeon;1,97805E+18;;attack_urhe4rt;in;;0;1;0;https://x.com/undefined/status/1978046685759885445;1,37461E+18;
1,97795E+18;Tue Oct 14 07:57:11 +0000 2025;0;@munvess indomie yang korean series;1,97801E+18;;munvess;in;;0;0;0;https://x.com/undefined/status/1978007162057306438;1,44146E+18;
1,97795E+18;Tue Oct 14 05:22:20 +0000 2025;0;@munvess indomie: 1. mie kocok bandung 2. soto koya pedas 3. ramyeon all variant 4. mie goreng rica-rica 5. ramen all variant 6. ayam geprek 7. empal gentong 9. soto lamongan;1,97797E+18;;munvess;in;;0;0;0;https://x.com/undefined/status/1977968193705824594;1,44751E+18;
1,97795E+18;Tue Oct 14 05:01:42 +0000 2025;0;@munvess Lu harus coba indomie korean series yg merah sama pink terus mie sedap laksa mie sedap korean cheese spicy gekikara ramen pink sama indomie soto series koya + aneka dari daerah.. kalo lu ada budget lebih gua saranin lu makan samyang stew mana lag;1,97796E+18;;munvess;in;;0;0;0;https://x.com/undefined/status/1977962998586396942;1,94379E+18;
1,97795E+18;Tue Oct 14 04:10:15 +0000 2025;0;@munvess indomie soto banjar aceh tori miso mie newjeans;1,97795E+18;;munvess;in;;0;0;0;https://x.com/undefined/status/1977950051294118394;1,24357E+18;
