"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;
"1955771226930208772,""Wed Aug 13 23:19:31 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 500pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/n1HVfEie69"",""1955771226930208772"",""https://pbs.twimg.com/media/GyRLjqga4AYZhF9.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1955771226930208772"",""1520962718240366592"",";;
"1948154977094107189,""Wed Jul 23 22:55:16 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/y7lZIo5pBk"",""1948154977094107189"",""https://pbs.twimg.com/media/Gwk8nmBbsAA6ozE.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1948154977094107189"",""1520962718240366592"",";;
"1947988179178688631,""Wed Jul 23 11:52:28 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/U7JVhCQeza"",""1947988179178688631"",""https://pbs.twimg.com/media/Gwik6rob0AAgiL8.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947988179178688631"",""1520962718240366592"",";;
"1947918040919891996,""Wed Jul 23 07:13:46 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/HCSXKDZuzt"",""1947918040919891996"",""https://pbs.twimg.com/media/GwhlIRFboAAJgqn.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947918040919891996"",""1520962718240366592"",";;
"1947857017953259764,""Wed Jul 23 03:11:17 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/TNK3B8dJfm"",""1947857017953259764"",""https://pbs.twimg.com/media/GwgtoHLbEAQDFRT.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947857017953259764"",""1520962718240366592"",";;
"1947795126144876841,""Tue Jul 22 23:05:21 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/RWW5znNHNJ"",""1947795126144876841"",""https://pbs.twimg.com/media/Gwf1UGyaEAAskid.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947795126144876841"",""1520962718240366592"",";;
"1947642648497643780,""Tue Jul 22 12:59:27 +0000 2025"",""1"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/XAP6m0Ukob"",""1947642648497643780"",""https://pbs.twimg.com/media/Gwdqp86WUAAv_Su.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947642648497643780"",""1520962718240366592"",";;
"1947579571127390455,""Tue Jul 22 08:48:48 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/epEW3LOQJn"",""1947579571127390455"",""https://pbs.twimg.com/media/GwcxSgobEAQB7Tl.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947579571127390455"",""1520962718240366592"",";;
"1947497345232605210,""Tue Jul 22 03:22:04 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/GK7GWR2WzQ"",""1947497345232605210"",""https://pbs.twimg.com/media/GwbmgeobEAAzvKV.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947497345232605210"",""1520962718240366592"",";;
"1947426563198489042,""Mon Jul 21 22:40:48 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/UP3jasOi3o"",""1947426563198489042"",""https://pbs.twimg.com/media/GwamIbDbEAApIBM.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947426563198489042"",""1520962718240366592"",";;
"1947286079318720862,""Mon Jul 21 13:22:34 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/zSdYREL6dn"",""1947286079318720862"",""https://pbs.twimg.com/media/GwYmXKMaEAAtKCh.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947286079318720862"",""1520962718240366592"",";;
"1947216306736112094,""Mon Jul 21 08:45:19 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/5TvXk3kDgi"",""1947216306736112094"",""https://pbs.twimg.com/media/GwXm5thXkAA5pT5.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947216306736112094"",""1520962718240366592"",";;
"1947147126225641792,""Mon Jul 21 04:10:25 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/BixxQEu0Vx"",""1947147126225641792"",""https://pbs.twimg.com/media/GwWn--4WsAMOVh7.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947147126225641792"",""1520962718240366592"",";;
"1947074578481885565,""Sun Jul 20 23:22:09 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/j8axM38gMg"",""1947074578481885565"",""https://pbs.twimg.com/media/GwVl_h9awAAaYRr.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1947074578481885565"",""1520962718240366592"",";;
"1946928399781708260,""Sun Jul 20 13:41:17 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/m5X2vKIrHa"",""1946928399781708260"",""https://pbs.twimg.com/media/GwThDUhXIAAak5C.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946928399781708260"",""1520962718240366592"",";;
"1946860250893889953,""Sun Jul 20 09:10:29 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/LisLSON4VM"",""1946860250893889953"",""https://pbs.twimg.com/media/GwSjDoWXYAEbd9P.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946860250893889953"",""1520962718240366592"",";;
"1946781236695089463,""Sun Jul 20 03:56:30 +0000 2025"",""2"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/PCLb6cR3JY"",""1946781236695089463"",""https://pbs.twimg.com/media/GwRbMmgbYAACtpD.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946781236695089463"",""1520962718240366592"",";;
"1946714981556478413,""Sat Jul 19 23:33:14 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/GtUxt7ngvi"",""1946714981556478413"",""https://pbs.twimg.com/media/GwQe8oEXIAAurj2.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946714981556478413"",""1520962718240366592"",";;
"1946599517505442142,""Sat Jul 19 15:54:25 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/bzTgYoE59R"",""1946599517505442142"",""https://pbs.twimg.com/media/GwO18M3XcAEvKGt.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946599517505442142"",""1520962718240366592"",";;
"1946525115069702360,""Sat Jul 19 10:58:46 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/ucqZvYVfy9"",""1946525115069702360"",""https://pbs.twimg.com/media/GwNyRnMWkAMQS8M.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946525115069702360"",""1520962718240366592"",";;
"1946438075137327365,""Sat Jul 19 05:12:54 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/ogPbtwmrAz"",""1946438075137327365"",""https://pbs.twimg.com/media/GwMjG18a4AAhraI.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946438075137327365"",""1520962718240366592"",";;
"1946371842291400841,""Sat Jul 19 00:49:43 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/CUB9lh5sZm"",""1946371842291400841"",""https://pbs.twimg.com/media/GwLm3lUboAAf8dk.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946371842291400841"",""1520962718240366592"",";;
"1946242995084468287,""Fri Jul 18 16:17:44 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/MqM4WvIgb8"",""1946242995084468287"",""https://pbs.twimg.com/media/GwJxrsfXIAE7GYq.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946242995084468287"",""1520962718240366592"",";;
"1946057055133196625,""Fri Jul 18 03:58:52 +0000 2025"",""1"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/irLAWlm35K"",""1946057055133196625"",""https://pbs.twimg.com/media/GwHIkQWaMAA2M1D.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1946057055133196625"",""1520962718240366592"",";;
"1945992870974181399,""Thu Jul 17 23:43:49 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/6eUzUuYwPV"",""1945992870974181399"",""https://pbs.twimg.com/media/GwGOMfKXgAIEqSp.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945992870974181399"",""1520962718240366592"",";;
"1945814670474100988,""Thu Jul 17 11:55:43 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/fjya1yx1Qs"",""1945814670474100988"",""https://pbs.twimg.com/media/GwDsG_zWcAAzfMj.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945814670474100988"",""1520962718240366592"",";;
"1945751686318031226,""Thu Jul 17 07:45:26 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/HT98Vz9aH9"",""1945751686318031226"",""https://pbs.twimg.com/media/GwCy1sCXYAESAEi.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945751686318031226"",""1520962718240366592"",";;
"1945680622560895219,""Thu Jul 17 03:03:04 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/kqwCqkMCyX"",""1945680622560895219"",""https://pbs.twimg.com/media/GwByNQrW8AA6zC0.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945680622560895219"",""1520962718240366592"",";;
"1945617208585195532,""Wed Jul 16 22:51:05 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/D2nBFmN5SE"",""1945617208585195532"",""https://pbs.twimg.com/media/GwA4h_1XEAEQIZr.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945617208585195532"",""1520962718240366592"",";;
"1945432765106975129,""Wed Jul 16 10:38:10 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/y18xsd0jWy"",""1945432765106975129"",""https://pbs.twimg.com/media/Gv-Qx3EWUAA-lO0.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945432765106975129"",""1520962718240366592"",";;
"1945343830515159164,""Wed Jul 16 04:44:46 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/6aWuzk4pQH"",""1945343830515159164"",""https://pbs.twimg.com/media/Gv8_5OUXMAAU5W2.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945343830515159164"",""1520962718240366592"",";;
"1945267932868513973,""Tue Jul 15 23:43:11 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/r8pvO7zdRT"",""1945267932868513973"",""https://pbs.twimg.com/media/Gv763dpXQAIVwt7.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945267932868513973"",""1520962718240366592"",";;
"1945088873593258231,""Tue Jul 15 11:51:40 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/ViaagXY2St"",""1945088873593258231"",""https://pbs.twimg.com/media/Gv5YA01XEAA4CvI.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1945088873593258231"",""1520962718240366592"",";;
"1944968577595138498,""Tue Jul 15 03:53:39 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/hsMJHXNQG6"",""1944968577595138498"",""https://pbs.twimg.com/media/Gv3qm0SWYAA_wyy.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944968577595138498"",""1520962718240366592"",";;
"1944909520012239014,""Mon Jul 14 23:58:58 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/rJR6WXuOUE"",""1944909520012239014"",""https://pbs.twimg.com/media/Gv2044NXgAAeiea.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944909520012239014"",""1520962718240366592"",";;
"1944754309566190050,""Mon Jul 14 13:42:13 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/k6d3U6FdMN"",""1944754309566190050"",""https://pbs.twimg.com/media/Gv0nuWRXkAAaz-E.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944754309566190050"",""1520962718240366592"",";;
"1944641658869678107,""Mon Jul 14 06:14:35 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/Lxg8dr5FNG"",""1944641658869678107"",""https://pbs.twimg.com/media/GvzBQ9oa0AAW3rH.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944641658869678107"",""1520962718240366592"",";;
"1944398255162278171,""Sun Jul 13 14:07:23 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/8SEqdFGdav"",""1944398255162278171"",""https://pbs.twimg.com/media/Gvvj5bbaYAARnCN.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944398255162278171"",""1520962718240366592"",";;
"1944269298811515226,""Sun Jul 13 05:34:58 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/TzAJ2SFl70"",""1944269298811515226"",""https://pbs.twimg.com/media/Gvtum3zXIAELSsV.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944269298811515226"",""1520962718240366592"",";;
"1944180896447574432,""Sat Jul 12 23:43:41 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/q7bcqo6mwj"",""1944180896447574432"",""https://pbs.twimg.com/media/GvseNT0bsAITGr6.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944180896447574432"",""1520962718240366592"",";;
"1944003315748286639,""Sat Jul 12 11:58:02 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/WW1es9NR0m"",""1944003315748286639"",""https://pbs.twimg.com/media/Gvp8s0LbsAc6CuU.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1944003315748286639"",""1520962718240366592"",";;
"1943849714937737237,""Sat Jul 12 01:47:41 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/R3KgvBCyBY"",""1943849714937737237"",""https://pbs.twimg.com/media/GvnxATgXUAEVi6Q.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1943849714937737237"",""1520962718240366592"",";;
"1943589408407494837,""Fri Jul 11 08:33:19 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/irs8KrjqAe"",""1943589408407494837"",""https://pbs.twimg.com/media/GvkEQaZWsAAJUpU.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1943589408407494837"",""1520962718240366592"",";;
"1943483902091497792,""Fri Jul 11 01:34:05 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/Xv3HuNsFic"",""1943483902091497792"",""https://pbs.twimg.com/media/GvikTNBWkAE6Wdl.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1943483902091497792"",""1520962718240366592"",";;
"1943298065118695467,""Thu Jul 10 13:15:38 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/rA60gTni85"",""1943298065118695467"",""https://pbs.twimg.com/media/Gvf7RrnWEAAFT4-.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1943298065118695467"",""1520962718240366592"",";;
"1942973926013079789,""Wed Jul 09 15:47:37 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/H80Lv8HyqX"",""1942973926013079789"",""https://pbs.twimg.com/media/GvbUeuSa0AAyC_6.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942973926013079789"",""1520962718240366592"",";;
"1942850263523672435,""Wed Jul 09 07:36:13 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/fBRixrVtCD"",""1942850263523672435"",""https://pbs.twimg.com/media/GvZkAnuWgAAhljB.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942850263523672435"",""1520962718240366592"",";;
"1942564515197198803,""Tue Jul 08 12:40:46 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/a8OQ5aBQJQ"",""1942564515197198803"",""https://pbs.twimg.com/media/GvVgHtta4AEartq.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942564515197198803"",""1520962718240366592"",";;
"1942476717215334622,""Tue Jul 08 06:51:53 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 15k idr or 2000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/Tv2EEu9Q1s"",""1942476717215334622"",""https://pbs.twimg.com/media/GvUQNyWWYAENWhe.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942476717215334622"",""1520962718240366592"",";;
"1942353764796752024,""Mon Jul 07 22:43:19 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 25k idr or 3000 won for set 7pcs have 100pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/m31pyn4Elk"",""1942353764796752024"",""https://pbs.twimg.com/media/GvSgZkXawAAUHeb.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942353764796752024"",""1520962718240366592"",";;
"1942034386293330028,""Mon Jul 07 01:34:13 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 25k idr or 3000 won for set 7pcs have 500pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/lF5gBUsm42"",""1942034386293330028"",""https://pbs.twimg.com/media/GvN9-UGb0AAd5FL.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1942034386293330028"",""1520962718240366592"",";;
"1941701443897205226,""Sun Jul 06 03:31:13 +0000 2025"",""0"",""wts want to sell new mini postcard set minji hanni danielle haerin hyein njz newjeans x indomie 25k idr or 3000 won for set 7pcs have 500pcs worldwide shipping from Indonesia 민지 하니 다니엘 해린 혜인 뉴진스 포토카드 양도 https://t.co/W3VUcSf2Si"",""1941701443897205226"",""https://pbs.twimg.com/media/GvJPKinaAAI1cPR.jpg"","""",""ko"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1941701443897205226"",""1520962718240366592"",";;
